Id,twitter,polarity,aspect1,aspect2,aspect3,aspect4
456,"quem poderia prever que chegaria o dia em que um governador autoritário, chamado wilson witzel, proibiria os cariocas de frequentarem as praias, as missas, os cultos, o maracanã, as praças e os bares? o coronavírus está sendo usado para matar algo fundamental: a nossa liberdade.",-1,wilson witzel ,none,none,none
457,quem vai assumir a culpa da lambança? cadê os médicos de live e twitter? ===&gt,-1,médicos,none,none,none
458,"quer dizer que o witzel pegou o coronavírus..na moral, só dá pra confiar se isso realmente é verdade se ele mostrar o exame..esse fulano já mentiu tanto que uma mentira a mais ou a menos não vai fazer diferença..porquê ele falaria a verdade agora?e logo no dia da carreata..",-1,witzel,exame,none,none
459,rapaz ainda é investigado por divulgar notícias falsas em grupos de whatsapp. #odia https://t.co/oe20rfrwc3,-1,notícias falsas,none,none,none
460,"recebi, hoje, vários casos de negativistas que morreram infectados por coronavírus. gente que desdenhava desta epidemia. fiquei pensativo: como erramos tanto na educação brasileira para não combater tanta ignorância? vou escrever algo a respeito amanhã",-1,infectados,epidemia,combater a ignorância,none
461,"recorde de registros de óbitos por “pneumonia” no brasil. atestados de óbito estão sendo dados às famílias dos mortos, como “pneumonia”. mas profissionais de saúde garantem ter sido por covid-19. são muitos + mortos por coronavírus do q dizem.quem está por trás desse engodo?",-1,óbitos,brasil,profissionais da saúde,Covid-19
462,"resolvi fazer um fio para juntar todos os #oportunistascovid num só lugar. enquanto o brasil já tem 23.430 infectados por #coronavirus e 1328 mortos, essas pessoas e empresas estão querendo lucrar com a crise. você tem exemplos? cola aqui!!! 👇 eu começo (+)",-1,infectados,mortos,crise,none
463,resultados preliminares apontaram riscos à vida dos pacientes que receberam altas doses de cloroquina https://t.co/wkv9sluogf #coronavírus,-1,pacientes,cloroquina,none,none
464,"revista veja conseguiu áudio novo do queiroz, principal nome do esquema da rachadinha dos bolsonaro. ele fala sobre o coronavírus e agradece com entusiasmo a um amigo misterioroso. “eternamente grato”, inclusive pelos préstimos às filhas. quem será? confira o áudio. https://t.co/8xleapavao",-1,esquema d rachadinha dos bolsonaro,none,none,none
465,roraima tem 39 militares da operação acolhida infectados com coronavírus https://t.co/2kml144wrc,-1,roraima,infectados,none,none
466,são leopoldo disponibiliza testes para coronavírus em todas as unidades básicas de saúde https://t.co/4jyqbxz43z https://t.co/jg9rmvyshc,1,testes,unidades básica de saúde,none,none
467,"secretário de saúde do ceará prevê 250 mortes por dia em fortaleza a partir de maio.diz q o sistema de saúde já calapsou e com o isso a nossa taxa de mortalidade deve saltar de 5,35 pra 10%só temos 5 dias de estoque de epis para profissionais de saúdehttps://t.co/75efyabo7f",-1,secretário da saúde,mortes,sistema de saúde,taxa de mortalidade
468,"segundo o líder militar americano o peso da evidência aponta pra origem natural do coronavírus: https://t.co/88eyecrllk o que não quer dizer que vai ser possível saber sua origem, com a china restringindo pesquisa e publicação sobre isso: https://t.co/f7qxswwnl8",-1,líder militar americano,origem natural do coronavírus,china,none
469,Solidariedade em tempos de covid-19. Mais de 200 médicos cubanos chegaram a África do Sul para auxiliar o país no combate ao novo coronavirus. https://t.co/PWriysIzzm',1,Covid-19,médicos cubanos,áfrica do sul,combate ao novo coronavirus
470,"seja, inclusive, decisiva para reverter o cenário apocalíptico previsto para as próximas semanas e mudar o curso deste rio.o fato é que, desde o começo, o coronavírus foi usado politicamente. portanto, para muitos agentes políticos (tanto os que militam em partidos, quanto os",-1,coronavírus foi usado politicamente,none,none,none
471,"sem aulas presenciais por conta da pandemia do coronavírus, estudantes que não têm internet em casa estão sem acesso a videoaulas. e, com o enem mantido para novembro, muitos veem desigualdade na preparação para as provas. leia a reportagem ➜ https://t.co/rvl93lzkas https://t.co/gfq4qq8bs7",-1,sem aulas presenciais,none,none,none
472,"será que o sertanejo descobriu a existência dessa tal vacina numa mensagem do wpp, ou será que foi uma corrente no orkut?#maislidashttps://t.co/dhizakonoq",1,vacina,none,none,none
473,"sérgio moro: acho que não devemos antecipar o caos, porque o caos não necessariamente vai ocorrer. todas as medidas necessárias a preservação da ordem pública e da segurança têm sido tomadas. https://t.co/vycarcskz6",1,sérgio moro,prevenção da ordem pública,none,none
474,só mesmo o corona p conseguir liberar a fab das garras de maia antes com uma média de uma viagem a cada 2 dias. hoje completa 1 mês sem usar jatinhos mas não podemos subestimar o poder de maia em sangrar os cofres do paíshttps://t.co/xo7ewa7yui,-1,corona,none,none,none
475,"só um delírio meu aí na casa de vocês também passou um áudio de um cara falando atenção pelotas, não vamos desistir por números trágicos que ocorreram em outros países, quase 40 mil pessoas já morreram contaminadas pelo coronavirus para isso nao acontecer aqui é preciso...?",-1,contaminados,none,none,none
476,"sobre o debate da letalidade do h1n1 x coronavírus apresento a revisão mais consistente de trabalhos científicos publicados sobre o assunto, mostrando que a letalidade do h1n1 pode ser muito maior do que admite a oms. https://t.co/ued5t9w9qr",-1,h1n1,oms,none,none
477,🆘 especial coronavírus | episódio 39 - possibilidades de tratamento ... tv justiça oficial ... https://t.co/82t9vm4ipf,1,possibilidades de tratamento,none,none,none
478,"sp luta também contra um vírus tão letal quanto o corona: o feminicídio em tempos de quarentena da pandemia. de 13 de abril até hoje 16 mulheres foram assassinadas. no acumulado do ano são 55 vítimas, dentro de suas próprias casas. uma vergonha nacional. https://t.co/8cubab0odz",-1,sp,vírus,feminicídio,quarentena da pandemia
479,sp: 15% dos internados por coronavírus não sobrevivem à doença. https://t.co/qjqdwlz9x1,-1,internado,none,none,none
480,sua arminha não mata coronavírus. Seu ódio não constrói uma sociedade melhor. sua ignorância faz com que a saúde da coletividade seja posta em risco. seu voto colocou no poder milicianos a serviço do capital. nossas vidas estão sob ameaça!,-1,saúde,none,none,none
481,tecnologia de apple e google que pretende alertar sobre o contágio do novo coronavírus: o que se sabe até agora | tecnologia | g1 https://t.co/xp9unufjvt,1,tecnologia para alertar sobre contágio,apple,google,none
482,"tem algo muito errado em pernambuco! um, em cada 3 infectados por coronavírus é profissional da saúde.o n° de infectados no estado é um dos mais altos do país, mesmo com tudo fechado, prova de que quarentena horizontal não funciona. ou será que falta epi’s nos hospitais? https://t.co/wzj28bgdbc",-1,infectados,quarentena horizontal,hospitais,none
483,todo dia q eu encontro a tia da limpeza aqui do prédio ela só conversa comigo de coronavírus ou empréstimo de banco kkkkk,1,none,none,none,none
484,todo mundo sabe q a hidroxicloroquina ajudou a recuperar numerosos infectados pelo coronavirus. alguém aí sabe de algum infectado que tenha morrido em consequência de efeitos colaterais do uso correto do medicamento?,-1,hidroxicloroquina,infectados,efeitos colaterais,none
485,"O Programa Pró-Brasil tem o objetivo de integrar ações para a retomada do crescimento após a pandemia do Covid-19, gerando emprego e recuperando a estrutura do país. 🇧🇷'",1,none,pandemia,Covid-19,empregos
486,Por que faltam recursos para respiradores e EPIs nos hospitais?  Relatório lançado hoje conclui que as medidas de austeridade implementadas desde 2015 pelo gov. federal  deixaram o Brasil “com baixa imunidade” para enfrentar a pandemia da Covid-19.\n\nBaixe! https://t.co/QywY7R8K4v https://t.co/j2G3XZTwuG',-1,respiradores,EPIs,medidas de austeridade,brasil
487,Bill Gates muda fundação para focar no combate à COVID-19 https://t.co/iZVCS5aiDC https://t.co/nR3DRMZsSJ,1,combate à covid-19,none,none,none
488,ufpb liberou a licença para que interessados possam produzir em massa o equipamento que poderá salvar vidas neste momento. https://t.co/rcvhprmoqt,1,none,none,none,none
489,um biólogo-cientista-pesquisador que outro dia previu um milhão de mortos por coronavírus no brasil agora tá cravando que a quarentena vai até 2022. apaporra!,-1,mortos,brasil,none,none
490,"um casal de idosos italianos, sandra &amp, giancarlo, celebrou seu aniversário de 50 anos, em terapia intensiva, pois ambos são pacientes com coronavírus. médicos do hospital",1,terapia intensiva,pacientes,none,none
491,"um dos momentos mais impactantes da pandemia, para mim, foi quando hospitais superlotados começaram a despachar de trem pacientes em coma para outras regiões da frança, onde ainda havia leitos. o monde fez um registro fotográfico desses traslados. https://t.co/vmzf4ypn7g",-1,pandemia,hospitais,pacientes em coma,leitos
492,um estudo feito no amazonas apontou fortes efeitos colaterais causados por altas doses de cloroquina para tratamento do coronavírus. a pesquisa foi interrompida por questão de segurança. #borabrasil #bandjornalismo https://t.co/9hompzav4z,-1,efeitos colaterais,cloroquina,tratamento,none
493,"uma pesquisa de opinião pública nacional divulgada pelo instituto paraná pesquisas indica que a população brasileira acredita que o presidente, @jairbolsonaro, não está gerindo a crise do coronavírus de forma adequada.🤔o que você acha?#euapoiobolsonaro #bolsonarotemrazao",-1,jair bolsonaro,crise do coronavírus,none,none
494,urgente: o presidente americano @realdonaldtrump instruiu sua administração a suspender o financiamento da oms (@who) enquanto os eua investigam a organização por grave improbidade e acobertamento da disseminação do coronavírus!atitude corretíssima! 🇧🇷🤝🇺🇸,-1,presidente americano,finacinaciamento da oms,none,none
495,veja quais hospitais de campanha foram criados para atender pacientes com coronavírus em pernambucohttps://t.co/9isob2nbcz https://t.co/6hwlkcrlgh,1,hospitais de campanha,pacientes,none,none
496,"veja, às 8h30, no #bomdiabrasil: o brasil teve o maior número de mortes pelo novo coronavírus em 24 horas: mais de 200. a pandemia fez vítimas em todos os estados. em são paulo, o número de pacientes internados pela covid-19 bateu recorde. https://t.co/zaw0gk3hox",-1,mortes,pandemia,vítimas em todos os estados,pacientes internados
497,"vejam que interessante. confirmando o que repetimos sem parar : estudo israelense sugere que lockdown (bloqueio) não afeta ciclo do coronavírus, diz presidente da agência espacial israelense https://t.co/z8npnkvavl",-1,lockdown,estudo israelense,ciclo do coronavírus,none
498,"vítima de covid-19, homem era contra isolamento e não acreditava em coronavírus - expresso am ! mais um pra conta do mito , esse gado foi acreditar no que o mito dele falou e se ferrou ! https://t.co/jqgbzxixut",-1,vítima,isolamento,none,none
499,vivi para ver brasileiro fazendo meme sobre o coronavirus e sua pouca letalidade. seria legal se não tivéssemos tantos mortos. ontem mais de 200. somos um povo sem noção nenhuma...,-1,letalidade,mortos,none,none
500,"vocês pediram mais detalhes, certo? veja aí o novo formato de boletim sobre casos de coronavírus cidade! com número de recuperados e outros dados sobre contágio do coronavírus em maringá #rt https://t.co/yjm8gdb5qv",-1,casos de coronavírus,número de recuperados,contágio do coronavírus,maringá
501,"voltar com o futebol no epicentro da pandemia do coronavírus no país, é desumanizar um esporte que precisa de centenas de pessoas para que uma única partida aconteça. #pressfut #acasadofutebolhttps://t.co/b9vkcdipks",-1,futebol na pandemia,epicentro da pandemia,none,none
502,"weintraub, fora dos holofotes na crise do coronavírus, ganhou um pouco de luz hoje: a pgr pede que ele seja investigado no stf por crime de racismo contra os chineses. https://t.co/7hju3meihg",-1,crime de racismo contra chineses,none,none,none
503,"youtuber é indiciado por divulgar notícias falsas e receitas caseiras com promessa de proteção contra o coronavírus, diz polícia https://t.co/3gjvg5eory #g1 https://t.co/gchetoidf7",-1,notícias falsas,proteção contra coronavírus,none,none
504,"Fico muito triste ao ler que já são 15 motoristas de ônibus da cidade de SP que morreram pela covid-19, sem que governo e empresas dessem a proteção necessária. Já os fascistas fazem carreata pedindo a volta ao trabalho de seus peões para seguir acumulando lucros sobre cadáveres'",-1,Covid-19,governo,facistas,acumulando lucros sobre cadáveres
505,coronavirus até o fim do mês fará o caminho de volta pro inferno- final do ano o comércio vai bombar nas vendas- 2021 economia nos trilhos -2022 bolsonaro se reelege,1,bolsonaro,none,none,none
506,"meu deus eu vejo cada comentário no facebook em questão do covid-19, gente sério o pessoal só vai começar a se importar quando se alguém da família pq olha gente é um comentário mais ridículo que o outro",-1,Covid-19,none,none,none
507,o coronavírus surgiu depois dessa conversa https://t.co/u3rgtzy7td'},1,none,none,none,none
508,"Curioso. Recebo críticas por prever menos mortes d Covid-19 e nada falam daqueles q fizeram previsões catastróficas como @oatila, 1 milhão de mortos e @TheInterceptBr, 440 mil! Numero exato sempre é difícil, mas minha margem d erro será infinitamente menor q a deles. https://t.co/YDmvQnt52y'}",-1,mortes de covid-19,none,none,none
509,"A SITUAÇÃO É GRAVE!🔴 Hj no Brasil temos 4.543 vítimas da Covid-19. A China está com 4.642, ou seja, em 24 hs podemos ultrapassar o nº de mortes da China. Na próxima quarta, vamos ouvir o ministro Teich sobre a paralisia que vivemos em relação a testes,  EPI's e respiradores. https://t.co/CPu0NWoqXR",-1,vítimas,china,mortes,testes
510,Grupo da UFMG vai monitorar o novo coronavírus no esgoto em BH e Contagem https://t.co/tIRTrlIxNx,1,UFMG,monitorar novo coronavírus,none,none
511,"O Departamento de Defesa dos #EUA vai custear a construção de um hospital de campanha para combater o coronavírus em #Bacabal, cidade localizada no interior do #Maranhão.\n\nhttps://t.co/DHAcZOqO2f'}",1,hospitais de campanha,none,none,none
512,Vacina da Rússia contra o novo coronavírus passa em testes e lançamento está previsto já para o mês de agosto: https://t.co/PJ5QtuDptX https://t.co/hVXtKJpO1M'},1,vacina da russia,novo coronavírus,testes,none
513,O Auxílio Emergencial Estudantil e a Redução das Mensalidades é uma importante proposta para minimizar os efeitos da pandemia do Coronavírus e diminuir os índices de evasão do ensino superior brasileiro #AprovaAuxilioEstudantil #ReduzMensalidades'},1,auxilio emergencial estudantil,redução das mensalidades,índice de evasão do ensino superior,none
514,Investimentos para combater o novo Coronavírus movimentam a economia de Juruti | Socel News - Blog do jornalista Celso Freire https://t.co/4wQiBpEzT8'},1,investimentos,juruti,none,none
515,Bahia já recebeu R$ 3 bilhões do Governo Federal para combate ao coronavírus https://t.co/Mfl02OVqzC'},1,bahia,combate ao coronavírus,3 bilhões,governo federal
516,"Niterói foi escolhida pela Fiocruz para testar uma vacina de combate ao novo coronavírus.\n\nA parceria, que também envolve o Instituto Butatã começará provavelmente nesta segunda-feira, 20 de julho, com a aplicação da vacina num grupo restrito de profissionais da saúde. https://t.co/hlAnEj4tlx'}",1,niterói,vacina,fiocruz,instituto butatã
517,"O isolamento social provou ser não só a melhor medida sanitária para conter o coronavírus, como, a médio e longo prazos, o melhor para economia. Porque quanto mais rápido um país controla o propagação mais rápido será possível retomar as atividades. https://t.co/9hBJqFtPJP'}",1,isolamento social,medida sanitária,none,none
518,"coronavirus vai embora irmão, eu só quero ver minha nenê black widow metendo o cacete em macho 😳 https://t.co/HMX9eN8Hzp'}",1,coronavirus,none,none,none
519,Eu to tentando entender se essa pandemia e de coronavírus ou de gravidez kkkk'},1,pandemia,coronavírus,none,none
520,pra hoje eu vou querer um namoradinho &amp; a vacina do coronavírus 🙏😔,1,vacina do coronavírus,none,none,none
521,"Chegou o penúltimo voo com EPIs importados pelo @govbr! 🙌 O ministro @tarcisiogdf recebeu na noite desta quinta (16), em Guarulhos, o 38º voo da @LATAM_BRA, com carga de 4 milhões de máscaras N95, modelo mais indicado para proteger profissionais de saúde expostos ao coronavírus. https://t.co/MvFGO7gO4V",1,EPIs,máscaras N95,guarulhos,none
522,"A @unb_oficial vai participar do ensaio clínico nacional para testar a eficácia da vacina contra o #coronavírus em humanos. Desenvolvida pela farmacêutica chinesa Sinovac Biotech, a chamada CoronaVac está em fase de testes e será aplicada em 9 mil voluntários de todo o país. https://t.co/BnYps89fAr",1,ensaio clínico nacional,coronavac,sinovac biotech,farmacêutica chinesa
523,Os países que tiveram os melhores resultados durante o combate ao coronavírus tinham algo em comum: TODOS eles são liderados por mulheres.\n👇🏾 https://t.co/uPiOYWLQss,1,combate ao coronavírus,países liderados por mulheres,none,none
524,"Arraste para o lado e confira algumas dicas de como manter-se seguro em relação ao coronavírus. São ações pequenas, mas que fazem toda a diferença! https://t.co/tlAPlhsuXU",1,coronavírus,none,none,none
525,Menina com síndrome de Down se emociona ao abraçar os pais que se curaram da Covid-19; veja o vídeo https://t.co/2qlpctYN4H #G1 https://t.co/vE4wtK8h9b,1,menina com sindrome down,Covid-19,none,none
526,"Ótima entrevista de Guilherme Trescastro e Cláudio Brito com o professor da Feevale de Jornalismo e crítico de Cinema, Marcos Santuario. Na @abc103fm, Santuario repercutiu o Festival de Cinema de Gramado, que terá 48ª edição on-line e os impactos causados pelo Coronavírus",1,feevale,festival de cinema de gramado,jornalismo,none
527,#Coronavírus: #exercícios para fazer em casa https://t.co/o69kbJN3H1 #saúde #covid19,1,coronavírus,saúde,none,none
528,"Nosso objetivo é diminuir o número de internação e que as vidas sejam preservadas"", diz médica em defesa do uso de cloroquina e ivermectina | NSC Total https://t.co/N7NVSyUtq0",1,número de internações,uso de cloroquina,ivermectina,none
529,"😷Empregados pedem a prorrogação do home office, respeitando a saúde e a vida dos trabalhadores, enquanto perdurar a pandemia do novo coronavírus.  Leia mais: https://t.co/6D6tQqZnRY @Contraf_CUT #ProjetoRemoto #Homeoffice #Coronavírus #Covid19 #Caixa #Fenae #ContrafCut",1,empregados,home office,pandemia,none
530,"Confira o balanço das ações articuladas pelo Centro de Coordenação de Operações (CCOP/@casacivilbr), de 16 de julho, para diminuir os efeitos da pandemia de #Covid19 na vida dos brasileiros: https://t.co/CW6mO1qNSY https://t.co/rDxRU51t8i",1,balanço das ações,efeitos da pandemia,centro de coordenação de operações,none
531,"Hábitos de higiene e rapidez no início do tratamento são decisivos contra o #coronavírus. Mantenha as mãos sempre limpas, evite aglomeração e, ao apresentar sintomas, procure atendimento em uma unidade de saúde.\n\n▶ https://t.co/2Z4eXAE0Z4 https://t.co/KHI27gwzHh",1,hábitos de higiene,unidade de saúde,none,none
532,"A meu pedido, a cientista e epidemiologista brasileira @dogarrett escreveu um artigo situando as questões relativas à imunidade para o novo coronavírus para o @brpolitico. Leitura fundamental diante de tanta informação desencontrada a esse respeito. \n\nhttps://t.co/nkqSX70w3i",1,cientista,epidemiologista brasileira ,imunidade,novo coronavírus
533,"Médica elogiada por Trump por defender hidroxocloquina diz que DNA de aliens são usados em pesquisas p/ medicamentos, vacinas desenvolvidas buscam diminuir religiosidade das pessoas, alerta para risco de sexo com demônios e diz que ETs controlam governo\n\nhttps://t.co/2UAWpetr4w'",1,medica,trump,hidroxocloquina,DNA de aliens
534,"Líderes da UE se reúnem para discutir fundo contra pandemia \n #COVIDー19 #coronavirus #coronavirusnobrasil\n\n- Mais notícias no #RedeTVNews, às 19h30\nhttps://t.co/rzmUjWvVs5",1,lideres da EU,fundo contra coronavírus,none,none
535,"Este momento exige atenção ainda maior. O combate à pandemia da Covid-19 depende do esforço de todos: Estado, Poderes, municípios, cidadãos. Não podemos relaxar. Neste momento a coletividade deve estar acima de tudo. https://t.co/DO0ePD0gRt",1,combate à coronavírus,coletividade,pandemia da Covid-19,none
536,"Pra terminar com boa notícia, testaram mais de 12 mil drogas que já usamos pra outras coisas contra o coronavírus. *Em laboratório*, 13 funcionaram em doses compatíveis com o que tomamos. Logo devem entrar em testes clínicos. Vem mais terapia por aí.\n\nhttps://t.co/D1mFswx3xM'",1,testes clínicos,12 mil drogas,none,none
537,Pesquisa da Fiocruz encontra três linhagens do coronavírus no Amazonas https://t.co/zqf58Ms67y,1,fiocruz,três linhagens do coronavírus,amazonas,none
538,Coronavirus (NÃO compartilhe objetos pessoais) ~Ouça Atualizações na Região SUL~\n\nhttps://t.co/5JQxZrQwzP,1,coronavírus,none,none,none
539,"O uso de máscaras pode salvar vidas. Mas você não estará protegido do #coronavírus se usar de forma errada. Saiba aqui como usar corretamente sua máscara. Respeite as recomendações de distanciamento social e, se precisar sair, #UseMáscara.\n#CombateAoCoronavírus #Máscara #Covid19 https://t.co/pUh0qbnSkk",1,usar corretamente sua máscara,distanciamento social,máscara,salvar vídas
540,"O Ministério da Saúde já anunciou a produção de 30,4 milhões de doses da vacina contra Covid-19 em parceria com a Universidade de Oxford.\n\nhttps://t.co/iQum3Rs0Ts",1,ministério da saúde,doses da vacina,universidade de oxford,none
541,Senado dá mais fôlego para as medidas provisórias sobre verba para a saúde \n\n#senado #política #saúde #coronavirus #brasil #moneytimes \nhttps://t.co/pdz8698iNM,1,medidas provisórias,senado,verba para saúde,none
542,Menino de 10 anos vai pra porta de hospitais orar por doentes da Covid \n\nhttps://t.co/0oi3tR6WyE\n\n#sonoticiaboa #noticiaboa #boasnoticias #menino #fe #orar #rezar #hospital #pacientes #doentes #COVIDー19 #coronavirus #pandemia #pedido #Deus #crianca #feiradesantana #bahia https://t.co/jgBxHBYE3J,1,orar por doentes,hospitais,none,none
543,"Rapidez na testagem é chave para controlar epidemia de Covid-19, aponta estudo: Projeção publicada pela 'The Lancet' mostra que o atraso no diagnóstico dificulta o rastreamento dos casos e facilita a propagação do coronavírus https://t.co/JbLRrtrRu3 https://t.co/iOn0jYTMff",1,testagem,atraso no diagnóstico,rastreamento dos casos,propagação do coronavírus
544,"Infecção pelo novo coronavirus não é a única maneira de conseguirmos imunidade para COVID-19. Vacinas podem induzir essa imunidade muito antes de termos contato com o vírus. Temos mais de 150 vacinas sendo desenvolvidas, algumas já sendo testadas em ensaios clínicos",1,infecção pelo novo coronavírus,vacina,imunidade,ensaio clínico
545,"Tem uma galera reclamando que o povo de Recife foi à praia, mesmo com risco de coronavírus... Gente! O povo de Recife vai a praia com risco de tubarão, quanto mais Corona que nem dente tem",1,recife,praia,risco de coronavírus,none
546,Racho quando eu e minha mãe discute sobre corona ela sempre lança “meu fi c fuma igual um condenado e tem medo de coronavirus “ kkkkkkkk,1,coronavírus,none,none,none
547,O  coronavírus vai ficar doidão !!! kkkkEssa é para fechar a semana kkkkk. Novo estudo reforça possível eficácia da cannabis no tratamento do coronavírus https://t.co/8Ia0k4p2ER,1,eficácia da canábis,tratamento,none,none
548,"Uma das principais funções da @CGUonline é o combate à #corrupção. Diante da pandemia causada pelo novo #coronavírus, esse trabalho vem sendo intensificado https://t.co/7lAKoes4Rn",1,corrupção,coronavírus,none,none
549,"Com dois tipos de testagem sendo realizados no Brasil, o RT-PCR (genético) e o teste rápido (sorológico), o Amazonas, segundo a Rede de Pesquisa Solidária, passou a ocupar a terceira posição no índice de estados brasileiros que mais realizaram a testagem para o novo coronavírus. https://t.co/3zrJ1GHJKc",1,testagem,teste rápido,amazonas,rede de pesquisa solidário
550,Unifesp articipa de estudo com cinco mil voluntários para vacina contra o coronavírus #HojeEmDia #CoronavírusPlantão https://t.co/SMuc3M90ri,1,Unifesp,vacina,none,none
551,"Imunidade ao coronavírus pode durar anos, aponta novo. Estudo https://t.co/WH2y9QS6Yr",1,imunidade,none,none,none
552,😷CORONAVÍRUS 😷Cidades do Sul de Minas vão realizar testes rápidos para diagnosticar Covid-19 na população. A testagem está sendo feita em parceria com a duas associações da região. Link da matéria: https://t.co/XjHlUcs0pa\n \n#Coronavírus #SES-MG #Covid-19 #Saúde https://t.co/Bv6Lv3VDTg,1,teste rápido,testagem,sul de minas,coronavirus
553,"Sobre o coronavirus. Eu estava pensando :No futuro meus netos vão  aprender sobre isso nos livros de história. Eu disse netos ❤️. Netos ❤️, netos ❤️ ouviram. Netos? ❤️❤️",1,coronavírus,none,none,none
554,É o primeiro remédio de anticorpos do país a ser testado em humanos. #Anticorpos #Coronavírus https://t.co/eoxA5JfNmL,1,remédio de anticorpos,none,none,none
555,Que todo álcool que tô passando nas mãos se transforme em álcool pra beber depois que encontrarem uma vacina contra o coronavírus,1,vacina,none,none,none
556,BH não registra mortes causadas pelo coronavírus nas últimas 24 horas https://t.co/tonhcnIhgo,1,BH,mortes,none,none
557,"Maranhão tem menor taxa de contágio de coronavírus do Brasil, diz estudo da PUC/FGV https://t.co/BTNGe4pMUs #Maranhão #TaxaDeContágio #coronavírus #Covid19 https://t.co/Xc7vVklKNs'",1,Maranhão,taxa de contágio,PUC,FGV
558,Mais um carregamento de máscaras do tipo #N95 chega ao Brasil. Modelo é o mais indicado para proteger profissionais de saúde. @MInfraestrutura informa que já chegaram  237 milhões de máscaras adquiridas pelo @minsaude e destinadas aos estados. Detalhes:⬇️📺#coronavirus😷↔️😷 https://t.co/ap9qCmisvB,1,máscaras,N95,profissionais da saúde,none
559,"O Instituto Nacional de Saúde recebeu, hoje (17.07), kits de testagem rápido do novo #Coronavirus, doados pela empresa de telefonia móvel, @VodacomMz. Leia mais aqui 👉https://t.co/zMYAjvxypu https://t.co/PSCEPszqxg",1,kits,testagem rápida,instituto nacional de saúde,none
560,"meu namorado foi diagnosticado com coronavírus, e acabei de receber a notícia que ele feleceu eu to sem chão.",-1,coronavirus,none,none,none
561,Aula de sensatez. Juntos venceremos o #coronavírus e o governo da morte. #ForaBolsonaro\nDefesa da #vida e da #saúde do povo #brasileiro. #Movimento65 https://t.co/NaMcrCIPwu,1,governo da morte,none,none,none
562,O mundo está se acabando em coronavírus e outras coisas e o povo tá preocupado com quem vai ou não ser capa da revista Natura. Me poupe. Em pleno século 21 essas mentes retrógadas. E o que foi indiciado por lavagem de dinheiro pedindo para boicotar a empresa? 🤭🤦🏻\u200d♂️🤦🏻\u200d♂️,-1,coronavírus,none,none,none
563,"Coronavirus não é brincadeira. Usem máscara, lavem as mãos e façam o distanciamento social. Não existe atalho. \n\nhttps://t.co/A7DvE15sNV vía @el_pais",1,coronavírus,máscara,distanciamento social,none
564,Testes salivares podem simplificar diagnóstico de casos positivos de covid-19. Investigação alternativa à recolha nasal está curso https://t.co/j5Qy7IX44F,1,testes salivares,casos positivos,Covid-19,none
565,"Acabei de receber teste positivo para o novo coronavirus. Estou bem, só um pouco de sintoma de gripe e dor de cabeça. Agora em isolamento. Vai dar tudo certo. Sigo cumprindo minha agenda de forma remota e, obedecendo o período de distanciamento social para plena https://t.co/plE9uZF0bv",1,distanciamento social,none,none,none
566,MP ajuíza ação para que a prefeitura de Porto Alegre apresente o detalhamento do plano de combate ao coronavírus - https://t.co/grtDdNErlw,1,MP,porto alegre,combate ao coronavírus,none
567,"Com a chegada de novos respiradores, Joinville está reforçando sua capacidade na área da saúde, para o atendimento a vítimas do novo coronavírus que inspiram cuidados. https://t.co/ggG8FfQAOt",1,respiradores,joinville,vítimas,none
568,Pesquisadores tem buscado substâncias que ao menos auxiliem na aceleração do tratamento. Um estudo com roedores feito nos EUA aponta que a cannabis é vantajosa para combater sintomas da doença https://t.co/C9EStIVoH4,1,pesquisadores,aceleração do tratamento,canabis,sintomas
569,"A live vai debater a aplicação da teoria da imprevisão, prevista nos artigos 478 a 480 do Código Civil, no cenário de disseminação do novo coronavírus (COVID-19).\n\nSaiba Mais:\nhttps://t.co/j7dd0ugMsO https://t.co/znSNLoLeRD",1,teoria da imprevisão,Covid-19,none,none
570,"Cidade governada pelo prefeito @edinhosilva, do PT, tem a menor taxa de mortalidade por covid-19 do Estado, e uma das menores taxas de letalidade do Brasil! A gestão petista na cidade é um exemplo de combate à pandemia e de respeito pela vida do povo ✊💥\nhttps://t.co/tKmmmtDmAe",1,taxa de mortalidade,PT,taxa de letalidade,combate à pandemia
571,Como cuidar de um familiar infectado por Coronavírus que está dentro da sua casa? https://t.co/isPa0Sb2fm,1,familiar infectado,coronavírus,none,none
572,Era só esse coronavirus sumir e ter uns rock legal pra curtir pelas night do RJ,1,coronavirus,none,none,none
573,"Coreia do Sul aprova teste de remédio de anticorpos contra covid-19 #COVIDー19 #coronavirus #coronavirusnobrasil\n\n- Mais notícias no #RedeTVNews, às 19h30\nhttps://t.co/ONkQwGLS0r",1,coreia do sul,teste,remédio de anticorpos,Covid-19
574,Ações do Itaú Unibanco já destinaram mais de R$ 1 bilhão para ajudar no combate ao coronavírus . Ttps://t.co/h19nh56WEr,1,itáu unibanco,1 bilhão,combater o coronavírus,none
575,"Pelo fim da pandemia: lançada campanha de Orações em toda a América. Com orações podemos superar os sofrimentos atuais,  a pandemia de coronavírus, todas as crises e dificuldades.\n\nhttps://t.co/fpeAikfgpq",1,pandemia,orações em toda a america,none,none
