Id	;	twitter	;	class
301	;	ele não estava em quarentena, como os demais cidadãos residentes no rio de janeiro?agora, infectado pelo #coronavírus, não permanecerá em confinamento residencial, a fim de evitar a propagação do vírus? https://t.co/njguyfo8vx	;	-1
302	;	em caso de dúvidas sobre o #coronavirus, ligue grátis para o alô vida nos números 800149, 82149, 84146 ou consulte a plataforma pensa discando *660##covid19moz https://t.co/ikv5icigwo	;	-1
303	;	em direto. covid-19 em portugal: número de internados e de doentes nos cuidados intensivos diminui https://t.co/hadjohfogp via @expresso	;	1
304	;	em editorial, jornal americano atacou postura do presidente brasileiro diante do novo coronavírus e disse que donald trump faria um grande favor ao brasil se aconselhasse bolsonaro a mudar de atitude.https://t.co/u5jkqejhk8	;	1
305	;	em entrevista à rádio ufmg educativa, especialista em energias renováveis analisou impactos ambientais das medidas de combate ao novo coronavírushttps://t.co/lg66xzbyfp	;	-1
306	;	em entrevista ao exército brasileiro, o ex-combatente durante a 2ª guerra mundial ermando armelino pivita, de 99 anos, agradeceu a todos que cuidaram dele nos oito dias que ficou internado no hfa. ele foi curado da covid-19, doença causada pelo novo #coronavírus. https://t.co/iifnioefxt	;	1
307	;	em estudo, especialistas vão avaliar uso de corticoide contra coronavírus https://t.co/snoa95r9jj	;	1
308	;	em março, o agronegócio respondeu por 48,3% das exportações brasileiras. fica cada vez mais claro: quando passar o pior dessa tragédia, a agropecuária será a base da retomada do crescimento econômico. nenhum vírus consegue parar a agricultura brasileira. https://t.co/yqfk4kfpv9	;	1
309	;	em menos de um mês, brasil tem mortes por coronavírus confirmadas em todos os estados https://t.co/ga30ki4cxd	;	1
310	;	em nova estratégia, oms cita risco de transmissão descontrolada do coronavírus.cenário é temido caso transição de quarentenas para normalidade seja realizada de forma abrupta. https://t.co/2usroitwz6	;	-1
311	;	em nova publicação da série relatos da pandemia, giovana conta como foi deixar às pressas um país que deveria ser um dos mais preparados do mundo para lidar com uma pandemia. https://t.co/qtu6ysrqhx	;	-1
312	;	em reunião com lideranças latino-americanas reunidas no grupo de puebla @progresalatam lula defendeu a integração regional no combate ao coronavírus. @lulaoficial ainda lamentou a morte de tantas pessoas ao redor do mundo: “quero ser solidário a cada companheiro”. https://t.co/i5gckehisz	;	-1
313	;	em são paulo, 15% dos internados por coronavírus não sobrevivem à doença https://t.co/vplfk4fh92	;	1
314	;	em tempos de #quarentena #covid19 #coronavirus as demais doenças não deixaram de existir. todo cuidado é importante. #diabetes #diagnostico #procureummedico https://t.co/6lin5zdghv	;	-1
315	;	em yekwana, wapichana, yanomami, taurepang pemon e taurepang, indígenas dão dicas para evitar contágio da doença @ufrroficialhttps://t.co/kcjimexsa2	;	1
316	;	empresária de campinas teve fiscalização em seu negócio.se eu pegar coronavírus, eu vou adorar porque daí eu acabo com tudo isso, eu tô louca pra morrer. https://t.co/ssq8dwem4v	;	1
317	;	enquanto alguns jornais destacaram que o número de mortes por coronavírus na espanha cresceu, outros optaram por registrar que a quantidade diária de novos casos confirmados diminuiu https://t.co/bbwqnnf5ps	;	-1
318	;	enquanto onyx lorenzoni, a escória da política gaúcha, faz sabujos elogios ao governo, a família bolsonaro e seus sequazes, moro, guedes, salles et caterva terraplanista, vão enterrando o país. 204 mortos! eles são os coveiros do brasil, dançando com os caixões do coronavírus... https://t.co/ru0zvfjptd	;	-1
319	;	entenda como fomos impedidos de votar o fundão para o combate ao coronavírus.o deputado rodrigo maia inadmitiu a emenda do novo que destinaria os recursos do fundão e fundo partidário para a saúde e também a emenda da redução dos salários de políticos. https://t.co/aa6slwuqat	;	-1
320	;	escultura de jesus cristo é depredada em cidade baiana, suspeita de intolerância religiosa	;	-1
321	;	espalhe boas notícias478.503 pessoas curadas de coronavírus no mundo14.026 curadas de coronavírus no brasil. avisem ao mandetta, pq ele não soube responder.muitos países europeus já estão relaxando a quarentena. comércio reabrindo.deus abençoe a todos. um ótimo dia	;	-1
322	;	espanha registra queda em mortes diárias por coronavírus testes aumentam https://t.co/nzyquqjm60 siga @uinstante	;	1
323	;	especialistas defendem a necessidade de acrescentar testes que detectem os anticorpos, e não o coronavírus em si (quem está doente)os testes de anticorpos identificam os que já foram contaminados e que poderiam ser liberados para voltar ao trabalho https://t.co/y84lvkewe3	;	1
324	;	esperando o pum do palhaço — produtores e advogados alertam que a secretaria especial de cultura do governo bolsonaro não se adequou à urgência que a paralisação completa do setor e os prejuízos derivados pela pandemia de coronavírus. https://t.co/pvcndh9sf7	;	1
325	;	espirro de três em três minutos. coronavirus? naaaaao, é só a mudança de tempo que faz isso com pessoas sensíveis como eu kkkkkk	;	-1
326	;	esse circo de coronavírus não funciona comigo. esse surto armaram para implantar uma ditadura comunista. logo após a cidadã foi presa. parabéns à polícia que agiu dentro da lei nesta ação que protege não só a vida dela, mas a de outras pessoas https://t.co/8x08hlob3d	;	1
327	;	esta é a charge de hubert publicada na #folha nesta quarta (15). quer ver mais charges do jornal? acesse https://t.co/sybmd9isw2. #folha #fsp #folhadespaulo #coronavirus #covid19 #coronavirusbrasil #charge #humor #drawing⠀ https://t.co/nshecrxoxv	;	-1
328	;	estação de trem instala tenda de higienização contra coronavírus #falabrasil #coronavírusplantão https://t.co/8rbwgrv7jc	;	1
329	;	estado do rio tem 42 mortes por coronavírus em um só dia https://t.co/li2q34eswi via @jornalextra	;	1
330	;	estamos doando r$ 1 bilhão para o combate ao coronavírus e vamos explicar aqui um pouco como vai funcionar. 👇 https://t.co/qa9f3ozn1w	;	-1
331	;	estão certos os eua, é preciso seriedade, a oms não pode ser política como foi neste caso do #víruschinês, o coronavírus...chanceler dos eua quer ‘mudança radical’ na oms - renova mídia https://t.co/mmhvl51adz via @renovamidia	;	1
332	;	este é o brasil com casos de coronavírus confirmados em 1.066 municípios. e todos os estados já registraram ao menos uma morte pela doença. veja hoje na análise em https://t.co/qhixrad41p https://t.co/kj5q5dlsku	;	1
333	;	este homem não devia governar nem a própria casa! ele representa tudo o que a humanidade tem de errado!!!brasil atribui aumento da desflorestação na amazónia ao novo coronavírus https://t.co/qvymqnzypb	;	-1
334	;	estou me juntando a milhares de pessoas de todo o mundo, que estão apoiando o secretário-geral da onu (#un) @antonioguterres em seu apelo a um cessar-fogo mundial (#globalceasefire) na #covid19pandemic. rt! #coronavirus https://t.co/WLxcEeOqwX	;	-1
335	;	estudo avalia o quanto o novo coronavírus deverá persistir na população humana após o estágio inicial da pandemiahttps://t.co/g6xih3pbus	;	1
336	;	estudo de um renomado cientista israelita, presidente da agência espacial de israel, apontou que o “milagroso” lockdown não tem qualquer efeito na linha temporal do coronavírus. vendido como única alternativa eficaz para frear o avanço do vírus, muitos embarcaram no experimento.	;	1
337	;	estudo traça rotas de dispersão do novo coronavírus no estado de sp https://t.co/oqkjc4cjfy https://t.co/pxxzv3kmif	;	1
338	;	eu acredito...#instinto #maternal#maternity #maternelle cuidem-se.o #coronavirus não vai embora como quer o energúmeno #bolsonaro.#fiqueemcasa#stayhome https://t.co/j8cnp4dnlf	;	1
339	;	eu li uma noticia que se n tiver uma vacina para esse coronavirus podemos ficar em isolamento social até 2022	;	-1
340	;	eu nao aguento mais sonhar com hospital e gente morrendo. coronavirus, sai da minha cabeça, pf	;	-1
341	;	eu não to acreditando que a festa de ogum vai ser cancelada por causa dessa porra de coronavírus	;	-1
342	;	evolução dos casos de #coronavírus no mundo: 19/01: 100 casos24/01: 1.000 casos12/02: 50.000 casos06/03: 100.000 casos18/03: 200.000 casos26/03: 500.000 casos02/04: 1.000.000 casos14/04: 2.000.000 casos	;	-1
343	;	exclusivo: record alega queda de receita e pede moratória de dívidas na justiça #feltrin #ooops #televisão #coronavirusplantao #coronavirus #record https://t.co/kqsf9cx9c7 via @uoltvefamosos @uol	;	-1
344	;	exército se prepara para a guerra! já foram produzidos 2,2 milhões de comprimidos de cloroquina e ainda vai ampliar a produção. o inimigo é o coronavírus e a produção da nossa arma está a todo vapor. vamos vencer!	;	-1
345	;	pesquisador da fiocruz sobre relaxamento do isolamento social: “vamos perder vidas em decorrência da sobrecarga do sistema de saúde e não vamos preservar os empregos”https://t.co/3j4rpdeyys#coronavirus #covid19 #coronavirusbrasil	;	1
346	;	as decisões da #justiçadotrabalho garantiram a destinação de mais de r$ 171,7 milhões à prevenção e ao combate do #coronavírus https://t.co/m5rq1mgciq https://t.co/ddnxc36cre	;	-1
347	;	exportações chinesas caíram 6,6% em março, uma queda impactante para um país cuja economia depende em grande parte das vendas internacionais.se população mundial parar de comprar produtos chineses, o regime totalitário enfrentará sérios problemas.https://t.co/qlqc1uu2wr	;	1
348	;	feijóo dá por concluída a fase aguda da crise do coronavirus https://t.co/bxyzqzp72i https://t.co/ijklc0xtaf	;	-1
349	;	feminicídios em casa dobram em sp durante quarentena por coronavirus https://t.co/diyz45xxka https://t.co/bbqpsasqwe	;	1
350	;	fiocruz, unb e usp estimam: ao não testar presença do vírus, país esconde 14 de cada 15 infecções. ocupação das utis já beira 75%. sem ampliar isolamento, cenário é catastrófico.leia também: governo salva bancos	;	-1
351	;	galera, infelizmente o brasil teve seu recorde de mortos em função do novo coronavírus, com 204 mortos nas últimas 24 horasao contrário do que alguns dizem, não há indícios de que a epidemia está acabando no brasil.se puder, fique em casa.	;	-1
352	;	gente quem namora ta imune ao coronavirus?? pq to vendo todo mundo se encontrando com o namorado e fiquei com essa dúvida kk	;	-1
353	;	governador wilson witzel foi diagnosticado com coronavírus, espero que ele use hidroxicloroquina, de coração.	;	-1
354	;	governadores do nordeste estão entre os mais bem avaliados no combate ao coronavírus	;	1
355	;	governadores do pará e do rio de janeiro testam positivo para covid-19 #falabrasil #coronavírus https://t.co/uqlsqx2oab	;	1
356	;	governo estadual havia anunciado a permissão para reabrir o comércio e os serviços não essenciais, mantendo acesso restrito para evitar aglomerações e álcool gel para o público.https://t.co/ihsuswuzvn	;	-1
357	;	governo federal muda tom e adota mote proteger vidas e empregos em nova campanha contra o coronavírus	;	1
358	;	guardem bem estas palavras. vamos ver muita gente a recordá-las, muitas vezes. o que antónio costa está a dizer é, obviamente, mentira.antónio costa afasta cenário de austeridade pós-coronavírus https://t.co/favt61jpuj	;	1
359	;	helder barbalho rei do norte por favor venha aqui e pegue o meu pulmão pra continuares combatendo o coronavírus	;	-1
360	;	hoje foi revelado pelo jornal washington post que o departamento de estado americano já havia debatido, em comunicações secretas, as falhas de segurança no laboratório de wuhan, que faz pesquisas com coronavírus, inclusive relatando infecções de cientistas no local.	;	1
361	;	hoje identificamos vários casos positivos de coronavírus em porto velho. foi feita uma investigação e descobrimos que essas pessoas estavam em uma festa em 4 de abril. ou seja, não estavam trabalhando e nem levando o pão para casa https://t.co/zsaaxchqd9	;	-1
362	;	hoje no blog trincheira, já com um layout melhor, falo sobre a necessidade da formação de uma rede de proteção social para as comunidades e periferias, frente às externalidades trazidas pela pandemia do coronavirus.acessa lá, comenta e participe!https://t.co/tnkhjjalzu https://t.co/91dxudx0sz	;	-1
363	;	hoje, conversei com luiz andrade, preparador físico do @ecbahia, sobre os desafios de ter atletas treinando, em casa, nesse momento, e a incerteza que vive o futebol na pandemia do novo coronavírus! segundo ele, jogadores tricolores estão de parabéns!https://t.co/kdruiqcvza	;	1
364	;	hoje, falo na @tribunadonorte sobre a estimativa de 86,7% de casos de coronavírus subnotificados no rn. teríamos, na realidade, cerca de 2,8 mil infectados, não 376.para cada caso confirmado da covid-19 no rn, há seis não notificados https://t.co/tmmfxss96r	;	1
365	;	homem de 99, que lutou na segunda guerra mundial, recebe alta após contrair o novo coronavírushttps://t.co/dcjotmvw4n https://t.co/q1lpnqcl8s	;	-1
366	;	https://t.co/19cahijhctcomo tem sido estressantes os plantões nos hospitais pelo mundo afora por causa da pandemia de coronavirus.	;	1
367	;	https://t.co/ehj334bpzk uel contra o coronavírus: projeto de máscaras de alta proteção desenvolvido por professores da enfermagem e design!👏👏👏👏👏	;	-1
368	;	https://t.co/rn75qqaeoz influenciadora flávia pavanelli contraiu o novo coronavírus https://t.co/olxrgds9nt https://t.co/rn75qqaeoz	;	1
369	;	importante essa mensagem do @henrybugalho para vencê-los precisamos ser melhores que eles. fake - médica bolsonarista vítima do coronavírus?! https://t.co/md98gt4kqc via @youtube	;	-1
370	;	inacreditável: funai alerta que os indígenas não devem bloquear as estradas de acesso às aldeias durante a pandemia do novo coronavírus por motivos de brasil não pode parar https://t.co/BUaVGAwE2Q	;	-1
371	;	índia leva china ao tribunal internacional por eventual responsabilidade na pandemia global de coronavírus.▪️noticia brasil online. https://t.co/9dn1vs825g	;	-1
372	;	informações desencontradas e problemas com o cadastro de imigrantes têm dificultado ainda mais o acesso dessa população ao benefício, criado para atenuar os efeitos econômicos do coronavírus	;	-1
373	;	islândia, tailândia, alemanha, nova zelândia, finlândia, islândia e dinamarca: sabem o que estes países têm em comum? são comandados por mulheres e foram apontados como exemplos de gestão de crise de saúde do coronavírus. #elasporelas #portodasnóshttps://t.co/j7bmpcac5n	;	-1
374	;	já pensou o #kentaromiura chega e dizer então gente... os atrasos em #berserk tem um motivo... são por causa do #coronavirus \-\	;	1
375	;	já que geral virou especialista, cientista e mães diná também vou dar minha previsão. funai alerta que os indígenas não devem bloquear as estradas de acesso às aldeias durante a pandemia do novo coronavírus por motivos de brasil não pode parar https://t.co/BUaVGAwE2Q	;	-1
376	;	ja temos a nossa furacão conectada na internet e protegida do coronavírus! 📲😷 https://t.co/wiiykxu6rh	;	-1
377	;	lay-off simplificado já abrange mais de 930 mil trabalhadores https://t.co/inia45yk6b	;	1
378	;	leio na imprensa que cientistas canadenses apontam #cães de rua como possíveis hospedeiros do #coronavirus. temo por uma ação desenfreada das carrocinhas mundo a fora .	;	1
379	;	lembrança da gincana de vacaria do ano passado no facebook... só o coronavírus pra me deixar longe da revolução em abril ♥️🇺🇦🇺🇦	;	-1
380	;	luvas descartáveis podem aumentar o risco de infecção por covid-19. produtos protegem da contaminação do coronavírus por um período muito curto. entenda: https://t.co/dvkgjwjqpv 🌐	;	1
381	;	mais de 200 horas de trabalho entre roteiro e edição.cerca de 1100 fontes consultadase 1h e 11 minutos de material o spotniks lançou o primeiro documentário sobre o coronavirus, da descoberta aos fatos mais recentes. confiram aí	;	-1
382	;	mais de 500 mil pessoas no mundo estão recuperadas do coronavírus https://t.co/42havg0lnp	;	1
383	;	mais de 500 mil se curaram da covid-19 no mundo, diz universidade dos eua @uolnoticias @uol https://t.co/oj08ai9aq0	;	1
384	;	mais uma prova de que o isolamento social é inútil. https://t.co/2tvx8rp05a	;	1
385	;	major olivaldi borges azevedo desencadeou megaoperação para impedir a contaminação de indígenas por coronavírus, que foi destaque no fantástico, da globo, e teria irritado bolsonarohttps://t.co/avmru6msnf	;	-1
386	;	manchetes que você não verá na imprensasegundo o instituto do coração, já são mais de 113 mil mortes por doenças cardíacas no brasil em 2020. esse número é quase 100 vezes maior que o das mortes por coronavírus.	;	1
387	;	mandetta com essa entrevista mostrou falta de caráter, não teve um comportamento de homem, mas sim de um traidor. https://t.co/wtbr7r8pi4	;	-1
388	;	membros do governo da nova zelândia cortam o próprio salário em 20% | coronavírus | g1 https://t.co/ekgmbwcnqp. aqui na república das bananas isso é uma utopía	;	-1
389	;	menino de dois anos diagnosticado com coronavírus após transplante ganha festa de aniversário no hospital https://t.co/htweajdgm7 #g1 https://t.co/szmk1zjyqs	;	1
390	;	meus deus, o coronavírus vai espalhar mais rápido agora que ficou frio, no inverno é pior!imprensa: o frio é culpa do presidente bolsonaro, ele soltou todo o vento que dilma estocou!🤬 chega de usar uma pandemia na tentativa de derrubar o presidente!hipocrisia não!	;	1
391	;	ministério trabalha “full-time” para tentar aumentar testagem do coronavírus, diz mandetta https://t.co/5swvp1w01s siga @uinstante	;	-1
392	;	ministro @sf_moro eu e todo sociedade brasileira espera que está escória humana nojenta!- volte a ser presa com o sem coronavírús e um tapa na cara das vítimas d estrupo! e ainda espero que onde quer que ele vá, o coronavírús faça justiça por eles.!🤔😡 https://t.co/2yrdh8atgz	;	1
393	;	modelaram como desenvolvemos imunidade contra o sars-cov-2 e outros coronavírus. e na falta de outras intervenções, ele pode continuar sendo um problema até 2024(!). o que aceleraria o processo de forma não catastrófica seriam novos tratamentos e aumentar a capacidade de leitos.	;	-1
394	;	morte de mulheres, não o assassinato. não feminicidio, como se essas mortes fossem uma casualidade.aumento de consumo de bebidas e perda de renda são apontados como os culpados. não os assassinos.melhore, @folhahttps://t.co/ecizmpdgmb	;	-1
395	;	mortes de mulheres em casa dobram em sp durante quarentena por coronavirus https://t.co/6fjcz6aqgl	;	-1
396	;	mortes por coronavírus fazem manaus temer gargalo no serviço funerário para os mais pobres https://t.co/wufw3qzfxd https://t.co/tbtlrazwkv	;	-1
397	;	mp vai apurar por que funai não usou recursos contra coronavírus / r7. https://t.co/0jhntiu0x3	;	-1
398	;	mpf vai investigar por que funai deixou de usar recursos contra coronavírus - saúde - estadão https://t.co/dhu1oosqjl	;	-1
399	;	mst enfrenta pandemia do coronavírus com a solidariedade | sem terra doam mais de três toneladas de frutas e verduras dos assentamentos em santa maria da boa vista, no pernambucosaiba mais: https://t.co/t8xlbikmmf#quarentenasemterra#alimentosaudáveléumdireito	;	-1
400	;	muito bom. e aos que quiserem apontar abuso, cuidado para não demonstrarem a completa ignorância sobre a nossa legislação. a internet não pode permanecer como palco de gente criminosa de forma impune. que o exemplo seja divulgado. https://t.co/sehulbnuld	;	1
401	;	muito se fala sobre cuidados para evitar levar o coronavírus para casa. no caso dos catadores de resíduos a preocupação maior é inversa: evitar que o vírus seja levado das casas de pessoas contaminadas para ruas e aterros por meio do lixo https://t.co/r0w17uhxpz @catadoresmnc	;	-1
402	;	mulheres na liderança são o diferencial dos países com as melhores respostas ao coronavírus - https://t.co/qdwdfnyyvk	;	-1
403	;	mulheres, jovens e funcionários públicos também estão entre aqueles que desaprovam a gestão do governo federal na crise da covid-19https://t.co/ba4b2uxzjj	;	1
404	;	mundo - primeira-ministra da nova zelândia aceita corte no salário em solidariedade com afetados pela... https://t.co/cprubtyy6x	;	-1
405	;	na alemanha maluco não se cria. gritou que coronavírus era coisa da esquerda comunista...no brasil não sei se teríamos psiquiatras em qtde. suficiente.#pandemia #esquerdacomunistahttps://t.co/vrxvht1ffo negacionista alemã da pandemia é internada em clínica psiquiátrica	;	1
406	;	na bahia, estado com 14 milhões de habitantes, após quase 50 dias desde a primeira infecção, há 66 internamentos por coronavirus, sendo 28 em uti. do total de casos notificados, somente 7,36% testaram positivo ( 723 pessoas). há leitos sobrando. a economia está parada. https://t.co/nenbosdpvr	;	-1
407	;	na calada da noite. sem discussão o @rodrigomaia (apoiador do gov) e seus asseclas aprovaram uma mp que acaba com os direitos dos trabalhadores.canalhas! canalhas! canalhas!bababacas!https://t.co/ugl20zva5q#covid19 #coronavirus #oms #covid_19	;	-1
408	;	na crise gerada pelo novo coronavírus, a celeridade nos trâmites burocráticos dos medicamentos à população possui enorme relevância. o projeto do dep fed general peternelli permite concessão automática de registro aos medicamentos que já tenham sido autorizados por outros países. https://t.co/wojt0bfqvu	;	-1
409	;	na mesma informação: coronavírus: 3/4 das mortes estão dentro dos grupos de risco.a mídia segue espalhando o pânico, colocando tudo sob a pior perspectiva possível. o objetivo é claro! https://t.co/prdzse4et4	;	1
410	;	na semana passada, publiquei sobre a primeira-recém nascida do brasil a testar positivo para covid-19. estava na uti neonatal do santa joana, local onde se contaminou após nascer. ontem, a notícia boa: a pequena rebeca recebeu alta https://t.co/freie2maf7	;	-1
411	;	na sua opinião, a quem interessa todo esse alarmismo do coronavirus?	;	1
412	;	não adianta postar passa logo coronavírus se você faz parte dos que furam a quarentena!	;	-1
413	;	não caiam no discurso de que jair bolsonaro e donald trump forçam para a cloroquina dá certo. quem não quer quê dê certo são os mesmos que omitem ou banalizam a sua eficácia, mas são os primeiros a pedirem o remédio quando são diagnosticados com o coronavirus.	;	-1
414	;	não eh possível que o mundo esteja errado sobre o coronavírus e sobre suas precauções e que o mundo todo queira derrubar um ze ninguém de um país emergente	;	-1
415	;	não entendo porque ngm exagera para falar bem. para o lado positivo.https://t.co/l5zzwbm53u	;	-1
416	;	não precisa de pânico o coronavírus vai embora que ninguém vai perceber fique em casa e siga as instruções que vamos vencer	;	-1
417	;	não to com coronavírus mas em compensação a rinite tá atacada faz 3 semanas	;	1
418	;	não, o coronavírus não é uma força democrática. nem todo o mundo é afetado igual. como conto na @folha, a pandemia mata negros e pobres de maneira desproporcional nos eua. negros são 32% da população de louisiana, por exemplo––e 70% dos mortos. fio 👇https://t.co/3mrikxvneq	;	-1
419	;	nas contas do ministério da saúde, país tem mais pessoas curadas do que casos de coronavírus https://t.co/abzfimouxv	;	-1
420	;	nesses tempos difíceis, vamos praticar mais a generosidade? a @cureamarina precisa de vc! #covid19 #coronavirus #generosidade #cureamarina #ajuda #zolgensma #atrofiamuscularespinhal	;	1
421	;	no brasil 55% dos infectados pelo #ccpvirusforam curados.#bolsonarotemrazaosimhttps://t.co/c3dtbvhkuf	;	1
422	;	no ranking da infâmia da era do coronavírus, aras ocupará o segundo lugar - 13/04/2020 - uol notícias https://t.co/rscpyootmd	;	1
423	;	no rio grande do sul, a preocupação com o coronavírus é tanta que até cavalos estão usando máscaras. tudo ideia de um reciclador para incentivar a população de se proteger contra a doença. #borabrasil #bandjornalismo https://t.co/nmho0j8o1u	;	-1
424	;	no último domingo, o fantástico mostrou uma megaoperação do ibama para tirar garimpeiros de terras indígenas e evitar alastramento do coronavírus. hoje, o governo exonerou o diretor de proteção ambiental do ibama, olivaldi azevedo. tirem suas próprias conclusões!	;	1
425	;	nossas florestas estão em risco! há parlamentares querendo aproveitar a pandemia do #coronavírus para aprovar a #mp910, que entrega terras a quem mais desmata: os grileiros. compartilhe #grilagemnão e cobre que os parlamentarem digam #mp910não. acesse: https://t.co/tgv5hdbnuw https://t.co/u5ras85pzz	;	-1
426	;	nosso papel é informar, lembrar e ressaltar que: o novo #coronavírus não causa uma gripe comum 😰 ainda não há remédio ou vacina 😢 a melhor solução é o isolamento social 👵🏽 ❌ 🧔🏻 #fiqueemcasa ❤️ #covid19 #prevenção #saúde #setrebahia @saudegovba @governodabahia https://t.co/fjrewknlxp	;	-1
427	;	notícia boa 14,026 casos de recovered no brasil... deus acima de tudo 🙏fonte: https://t.co/fshr183dq3	;	1
428	;	nova york começa a adicionar pessoas que nunca testaram positivo ao total de mortes por coronavírus - https://t.co/ifay73qeow	;	1
429	;	novos estudos apontando que a situação do coronavírus pode se estender até metade 2021 e normalizar só lá por 2024..... auehauehauehauheuaheuahe tamo muito fodido msmo	;	-1
430	;	número de casos graves de covid-19 é pelo menos o dobro do registrado, mostra projeção | coronavírus | g1 https://t.co/mqnylfgjog	;	-1
431	;	nunca na minha vida tive que pedir a um paciente que desligasse o telefone porque estava na hora de colocar um tubo de respiração. os médicos que tratam pacientes com coronavírus tiveram que reprojetar em tempo real sua prática de medicina e suas vidas pessoais. https://t.co/xgtefsl2zn	;	-1
432	;	o @marcelovalada10 escreve também sobre os riscos da covid-19 para fumantes (cigarro, cigarro eletrônico e maconha) https://t.co/udkd7x77bb	;	-1
433	;	o @minsaude divulga, pela primeira vez, o número de pessoas recuperadas do #coronavírus, até 14/04:▶️25.262 pacientes diagnosticados p/ #covid-19▶️1.532 óbitos▶️9.704 pacientes internados▶️14.026 recuperados	;	-1
434	;	o amor nos tempos do coronavírus... ou a morte nos tempos do coronavírus, por rita almeida https://t.co/k9l2w6xpr2 https://t.co/ncpbbkkwev	;	1
435	;	o áudio definitivo!minha priminhade oito anoscompartilhou no grupo da família tudo o que você precisa saber sobre o coronavírus. https://t.co/ewhqyawf8z	;	1
436	;	o brasil chegou a um ponto tão absurdo que entender que a quarentena é essencial para a não propagação do coronavírus é coisa de comunista...	;	1
437	;	o brasil já registrou até agora, 1.557 novas mortes por coronavírus. isto é porque é uma invenção da imprensa! o número de casos confirmados até agora é 25.758 infectados. https://t.co/vujpwx6pne #bozogenocida #capetãocorona	;	-1
438	;	o brasil tem 14.026 pessoas que já se curaram do coronavírus. uma boa notícia em meio a tantas negativas. graças a deus.	;	-1
439	;	o brasil testando menos de 10% dos casos suspeitos de coronavírus e o povo falando que a contaminação tá diminuindo é igualzinho aquele seu tio que nunca vai no médico e fala “só tem doença quem faz exame”	;	1
440	;	o cantor eduardo costa desafiando os pastores a exterminar o coronavirus.eu sou a favor da treta, já estou avisando.😂😂😂😂😂😂👉👌 https://t.co/shinhwvxsx	;	-1
441	;	o combate ao coronavírus não pode parar. e a luta será longa. o governo de pernambuco agiu rápido, com responsabilidade, transparência e compromisso com a vida. precisamos estar juntos nessa luta, só assim podemos… https://t.co/5uafit9mik	;	1
442	;	o coronavírus trouxe ao menos um fator positivo: serve para mostrar aos gestores a inutilidade de certas repartições públicas! https://t.co/olxvvv3bb1	;	1
443	;	o deputado @osmarterra previa na metade de março menos de 730 mortes pelo coronavírus no brasil em todo o ano de 2020. apenas nas últimas 24 horas foi atingido 28% do projetado de vítimas fatais pelo parlamentar para todo o ano. é o fato! https://t.co/idlusetmg5	;	-1
444	;	o diretor do foro da jfce, juiz federal alcides saldanha lima, participou, nesta terça feira, dia 14/4, de reunião do comitê de enfrentamento ao coronavírus no ceará, com o governador do estado, camilo santana, além… https://t.co/bob1jpbyic	;	-1
445	;	o editorial do @washingtonpost de ontem tem simplesmente o título líderes arriscam vidas ao minimizar o coronavírus. bolsonaro é o pior. isso envergonhará o gado? não, só os que já se declaram bolsonaristas da linha que segue mandetta.	;	1
446	;	o editorial publicado ontem em críticas a líderes mundiais na crise do coronavírus e apontando bolsonaro como o pior é o que o jornal pensa a respeito do presidente do brasil. https://t.co/snwyyx8iu0	;	-1
447	;	o estado chegou ao pico de internações nesta terça-feira (14), com mais de 2 mil pacientes diagnosticados com o coronavírushttps://t.co/acuw8g1gus	;	-1
448	;	o estudo estava em andamento desde 2019 e era direcionado a pacientes com câncer de pulmão. com a explosão da epidemia da covid-19, os pesquisadores decidiram mudar o foco e contribuir com a pesquisa mundial 👏👏👏👏👏👏👏 https://t.co/jbkqyb2mv1	;	-1
449	;	o fato de wilson witzel e helder barbalho estarem com coronavírus significa uma das duas coisas:1 - ou seus decretos imbecis de quarentena realmente não funcionam 2 - ou eles descumpriram esses decretos e deveriam ser presos	;	1
450	;	o fim do isolamento social no brasil, causado pela pandemia do novo coronavírus, será regional e aos poucos. é o que defende a dra. ludhmila hajjar. ela é a convidada do #poderemfoco de amanhã. logo depois do programa sílvio santos, não perca. https://t.co/fv8nkj03hr	;	-1
451	;	o globo:em são paulo, 15% dos internados por coronavírus não sobrevivem à doença. mais de 2 mil pacientes com o vírus ocupam leitos do estado.quer dizer que a taxa de letalidade de sp é 5 vezes maior que a média mundial?o que está acontecendo doria?	;	1
452	;	o governador do rj ao invés de ir no hospital de referência no caso de coronavirus, o hospital raul gazola, vai no hospital da rede dor.é sinal que nem ele acredita nas medidas imposta pelo próprio?	;	-1
453	;	o governador do rj, embora infectado pelo #coronavírus, diz que vai continuar trabalhando, seguindo as recomendações médicas. a questão é: os demais cidadãos residentes no estado também não poderiam continuar trabalhando, seguindo as recomendações médicas para evitar contágio?	;	-1
454	;	o governador do rj, witzel pegou coronavirus.espero que não queira usar cloroquina, nem hidroxicloroquina e o antibiótico azitromicina.ou vai dizer que agora quer experimentar???a dor ensina a gemer....	;	-1
455	;	o governador witzel testou positivo para o #coronavírus. vamos ver o que ele vai fazer com a quarentena agora...	;	-1
456	;	o governo de rondônia anunciou que várias pessoas que participaram de uma festa que ficou conhecida como coronafest, em rondônia, tiveram diagnóstico confirmado para o novo coronavírus.https://t.co/hb1ldfvykn	;	-1
